participant_id,trial_index,choice,choice_B,problem_id,lottery_A,lottery_B,probabilities_A,outcomes_A,probabilities_B,outcomes_B
P003,40,B,1,problem9504,10% chance of 81; 90% chance of 12,60% chance of -27; 40% chance of 90,"[0.1, 0.9]","[81.0, 12.0]","[0.6, 0.4]","[-27.0, 90.0]"
P004,1,A,0,problem13878,80% chance of 7; 20% chance of -2,50% chance of -26; 50% chance of 34,"[0.8, 0.2]","[7.0, -2.0]","[0.5, 0.5]","[-26.0, 34.0]"
P004,2,B,1,problem5477,1% chance of 3; 99% chance of 18,5% chance of 26; 95% chance of 26,"[0.01, 0.99]","[3.0, 18.0]","[0.05, 0.95]","[26.0, 26.0]"
P004,3,B,1,problem12666,25% chance of -12; 2.34375% chance of 36.5; 11.7188% chance of 37.5; 23.4375% chance of 38.5; 23.4375% chance of 39.5; 11.7188% chance of 40.5; 2.34375% chance of 41.5,1% chance of 33; 99% chance of 19,"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[-12.0, 36.5, 37.5, 38.5, 39.5, 40.5, 41.5]","[0.01, 0.99]","[33.0, 19.0]"
P004,4,A,0,problem11511,15 for sure,75% chance of 1; 25% chance of 50,[1.0],[15.0],"[0.75, 0.25]","[1.0, 50.0]"
P004,5,B,1,problem1854,25% chance of -42; 37.5% chance of 15; 18.75% chance of 13; 9.375% chance of 9; 4.6875% chance of 1; 4.6875% chance of -15,40% chance of 35; 60% chance of -38,"[0.25, 0.375, 0.1875, 0.09375, 0.046875, 0.046875]","[-42.0, 15.0, 13.0, 9.0, 1.0, -15.0]","[0.4, 0.6]","[35.0, -38.0]"
P004,6,A,0,problem4177,95% chance of -11; 5% chance of 93,-5 for sure,"[0.95, 0.05]","[-11.0, 93.0]",[1.0],[-5.0]
P004,7,A,0,problem2115,25 for sure,75% chance of 1; 25% chance of 77,[1.0],[25.0],"[0.75, 0.25]","[1.0, 77.0]"
P004,8,A,0,problem11440,90% chance of 1; 1.25% chance of 24.5; 3.75% chance of 25.5; 3.75% chance of 26.5; 1.25% chance of 27.5,5 for sure,"[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[1.0, 24.5, 25.5, 26.5, 27.5]",[1.0],[5.0]
P004,9,B,1,problem8560,60% chance of -39; 40% chance of 62,3 for sure,"[0.6, 0.4]","[-39.0, 62.0]",[1.0],[3.0]
P004,10,A,0,problem5043,60% chance of 2; 40% chance of 19,99% chance of -3; 1% chance of -25,"[0.6, 0.4]","[2.0, 19.0]","[0.99, 0.01]","[-3.0, -25.0]"
P004,11,A,0,problem8573,95% chance of -5; 5% chance of 76,-1 for sure,"[0.95, 0.05]","[-5.0, 76.0]",[1.0],[-1.0]
P004,12,B,1,problem966,-9 for sure,80% chance of -20; 2.5% chance of 13.5; 7.5% chance of 14.5; 7.5% chance of 15.5; 2.5% chance of 16.5,[1.0],[-9.0],"[0.8, 0.025, 0.075, 0.075, 0.025]","[-20.0, 13.5, 14.5, 15.5, 16.5]"
P004,13,B,1,problem12522,99% chance of 22; 0.00781% chance of 51.5; 0.05469% chance of 52.5; 0.16406% chance of 53.5; 0.27344% chance of 54.5; 0.27344% chance of 55.5; 0.16406% chance of 56.5; 0.05469% chance of 57.5; 0.00781% chance of 58.5,60% chance of 33; 40% chance of 0,"[0.99, 7.81e-05, 0.0005469, 0.0016406, 0.0027344, 0.0027344, 0.0016406, 0.0005469, 7.81e-05]","[22.0, 51.5, 52.5, 53.5, 54.5, 55.5, 56.5, 57.5, 58.5]","[0.6, 0.4]","[33.0, 0.0]"
P004,14,B,1,problem6093,5% chance of 46; 95% chance of 12,40% chance of -33; 60% chance of 34,"[0.05, 0.95]","[46.0, 12.0]","[0.4, 0.6]","[-33.0, 34.0]"
P004,15,A,0,problem7254,90% chance of 16; 5% chance of 102; 2.5% chance of 104; 1.25% chance of 108; 0.625% chance of 116; 0.3125% chance of 132; 0.15625% chance of 164; 0.15625% chance of 228,21 for sure,"[0.9, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.0015625, 0.0015625]","[16.0, 102.0, 104.0, 108.0, 116.0, 132.0, 164.0, 228.0]",[1.0],[21.0]
P004,16,A,0,problem12518,99% chance of 6; 1% chance of 21,7 for sure,"[0.99, 0.01]","[6.0, 21.0]",[1.0],[7.0]
P004,17,B,1,problem2492,50% chance of 9; 25% chance of 10.5; 25% chance of 11.5,16 for sure,"[0.5, 0.25, 0.25]","[9.0, 10.5, 11.5]",[1.0],[16.0]
P004,18,B,1,problem7099,23 for sure,80% chance of 14; 10% chance of 28.5; 10% chance of 29.5,[1.0],[23.0],"[0.8, 0.1, 0.1]","[14.0, 28.5, 29.5]"
P004,19,B,1,problem507,20% chance of -7; 80% chance of 22,25% chance of 91; 75% chance of 3,"[0.2, 0.8]","[-7.0, 22.0]","[0.25, 0.75]","[91.0, 3.0]"
P004,20,A,0,problem682,95% chance of 3; 5% chance of 3,-2 for sure,"[0.95, 0.05]","[3.0, 3.0]",[1.0],[-2.0]
P004,21,B,1,problem233,12 for sure,95% chance of 17; 5% chance of 81,[1.0],[12.0],"[0.95, 0.05]","[17.0, 81.0]"
P004,22,B,1,problem562,99% chance of -2; 0.5% chance of 3; 0.25% chance of 5; 0.125% chance of 9; 0.125% chance of 17,7 for sure,"[0.99, 0.005, 0.0025, 0.00125, 0.00125]","[-2.0, 3.0, 5.0, 9.0, 17.0]",[1.0],[7.0]
P004,23,A,0,problem387,20% chance of 9; 80% chance of -11,1% chance of -10; 99% chance of -9,"[0.2, 0.8]","[9.0, -11.0]","[0.01, 0.99]","[-10.0, -9.0]"
P004,24,A,0,problem9225,5% chance of 63; 95% chance of 7,5% chance of 3; 0.74219% chance of 10.5; 5.19531% chance of 11.5; 15.5859% chance of 12.5; 25.9766% chance of 13.5; 25.9766% chance of 14.5; 15.5859% chance of 15.5; 5.19531% chance of 16.5; 0.74219% chance of 17.5,"[0.05, 0.95]","[63.0, 7.0]","[0.05, 0.0074219, 0.0519531, 0.1558594, 0.2597656, 0.2597656, 0.1558594, 0.0519531, 0.0074219]","[3.0, 10.5, 11.5, 12.5, 13.5, 14.5, 15.5, 16.5, 17.5]"
P004,25,A,0,problem12969,80% chance of 22; 20% chance of 59,25 for sure,"[0.8, 0.2]","[22.0, 59.0]",[1.0],[25.0]
P004,26,B,1,problem1190,50% chance of -21; 50% chance of 53,16 for sure,"[0.5, 0.5]","[-21.0, 53.0]",[1.0],[16.0]
P004,27,B,1,problem14217,60% chance of -41; 40% chance of 15,-8 for sure,"[0.6, 0.4]","[-41.0, 15.0]",[1.0],[-8.0]
P004,28,B,1,problem6105,60% chance of 7; 40% chance of -35,95% chance of -25; 0.15625% chance of 99.5; 0.78125% chance of 100.5; 1.5625% chance of 101.5; 1.5625% chance of 102.5; 0.78125% chance of 103.5; 0.15625% chance of 104.5,"[0.6, 0.4]","[7.0, -35.0]","[0.95, 0.0015625, 0.0078125, 0.015625, 0.015625, 0.0078125, 0.0015625]","[-25.0, 99.5, 100.5, 101.5, 102.5, 103.5, 104.5]"
P004,29,A,0,problem1349,80% chance of -17; 10% chance of 69; 10% chance of 71,-10 for sure,"[0.8, 0.1, 0.1]","[-17.0, 69.0, 71.0]",[1.0],[-10.0]
P004,30,B,1,problem4898,95% chance of -11; 5% chance of 64,1% chance of 14; 99% chance of -8,"[0.95, 0.05]","[-11.0, 64.0]","[0.01, 0.99]","[14.0, -8.0]"
P004,31,B,1,problem11940,40% chance of 64; 60% chance of -31,95% chance of 1; 2.5% chance of 29; 2.5% chance of 27,"[0.4, 0.6]","[64.0, -31.0]","[0.95, 0.025, 0.025]","[1.0, 29.0, 27.0]"
P004,32,A,0,problem445,25% chance of -42; 37.5% chance of 13; 37.5% chance of 15,-4 for sure,"[0.25, 0.375, 0.375]","[-42.0, 13.0, 15.0]",[1.0],[-4.0]
P004,33,B,1,problem1227,10% chance of -18; 90% chance of 21,11 for sure,"[0.1, 0.9]","[-18.0, 21.0]",[1.0],[11.0]
P004,34,A,0,problem6134,4 for sure,90% chance of -10; 10% chance of 65,[1.0],[4.0],"[0.9, 0.1]","[-10.0, 65.0]"
P004,35,A,0,problem7548,1% chance of 35; 99% chance of 14,20% chance of -5; 80% chance of 30,"[0.01, 0.99]","[35.0, 14.0]","[0.2, 0.8]","[-5.0, 30.0]"
P004,36,A,0,problem3407,1% chance of 73; 99% chance of 22,50% chance of 7; 50% chance of 36,"[0.01, 0.99]","[73.0, 22.0]","[0.5, 0.5]","[7.0, 36.0]"
P004,37,B,1,problem5743,10% chance of 29; 90% chance of 26,90% chance of 24; 1.25% chance of 32.5; 3.75% chance of 33.5; 3.75% chance of 34.5; 1.25% chance of 35.5,"[0.1, 0.9]","[29.0, 26.0]","[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[24.0, 32.5, 33.5, 34.5, 35.5]"
P004,38,B,1,problem11217,5% chance of 13; 11.875% chance of 26.5; 35.625% chance of 27.5; 35.625% chance of 28.5; 11.875% chance of 29.5,1% chance of 110; 99% chance of 27,"[0.05, 0.11875, 0.35625, 0.35625, 0.11875]","[13.0, 26.5, 27.5, 28.5, 29.5]","[0.01, 0.99]","[110.0, 27.0]"
P004,39,B,1,problem13174,60% chance of 11; 40% chance of 28,16 for sure,"[0.6, 0.4]","[11.0, 28.0]",[1.0],[16.0]
P004,40,B,1,problem8218,10% chance of -35; 90% chance of 28,90% chance of 20; 10% chance of 7,"[0.1, 0.9]","[-35.0, 28.0]","[0.9, 0.1]","[20.0, 7.0]"
P005,1,A,0,problem2713,25% chance of 16; 75% chance of -4,50% chance of -39; 0.39062% chance of 35.5; 2.73438% chance of 36.5; 8.20312% chance of 37.5; 13.6719% chance of 38.5; 13.6719% chance of 39.5; 8.20312% chance of 40.5; 2.73438% chance of 41.5; 0.39062% chance of 42.5,"[0.25, 0.75]","[16.0, -4.0]","[0.5, 0.0039062000000000003, 0.027343799999999998, 0.0820312, 0.1367188, 0.1367188, 0.0820312, 0.027343799999999998, 0.0039062000000000003]","[-39.0, 35.5, 36.5, 37.5, 38.5, 39.5, 40.5, 41.5, 42.5]"
P005,2,B,1,problem7530,60% chance of 24; 40% chance of 2,80% chance of 1; 20% chance of 68,"[0.6, 0.4]","[24.0, 2.0]","[0.8, 0.2]","[1.0, 68.0]"
P005,3,A,0,problem8316,5% chance of -4; 47.5% chance of 6.5; 47.5% chance of 7.5,5 for sure,"[0.05, 0.475, 0.475]","[-4.0, 6.5, 7.5]",[1.0],[5.0]
P005,4,A,0,problem12980,50% chance of -32; 50% chance of 24,90% chance of -4; 10% chance of -27,"[0.5, 0.5]","[-32.0, 24.0]","[0.9, 0.1]","[-4.0, -27.0]"
P005,5,A,0,problem8315,80% chance of 27; 20% chance of 19,50% chance of 12; 25% chance of 26; 12.5% chance of 24; 12.5% chance of 20,"[0.8, 0.2]","[27.0, 19.0]","[0.5, 0.25, 0.125, 0.125]","[12.0, 26.0, 24.0, 20.0]"
P005,6,A,0,problem1723,99% chance of 6; 1% chance of 10,2 for sure,"[0.99, 0.01]","[6.0, 10.0]",[1.0],[2.0]
P005,7,B,1,problem5896,40% chance of -17; 0.46875% chance of 41.5; 3.28125% chance of 42.5; 9.84375% chance of 43.5; 16.4062% chance of 44.5; 16.4062% chance of 45.5; 9.84375% chance of 46.5; 3.28125% chance of 47.5; 0.46875% chance of 48.5,15 for sure,"[0.4, 0.0046875, 0.0328125, 0.0984375, 0.1640625, 0.1640625, 0.0984375, 0.0328125, 0.0046875]","[-17.0, 41.5, 42.5, 43.5, 44.5, 45.5, 46.5, 47.5, 48.5]",[1.0],[15.0]
P005,8,A,0,problem2583,99% chance of 12; 0.125% chance of 70.5; 0.375% chance of 71.5; 0.375% chance of 72.5; 0.125% chance of 73.5,13 for sure,"[0.99, 0.00125, 0.00375, 0.00375, 0.00125]","[12.0, 70.5, 71.5, 72.5, 73.5]",[1.0],[13.0]
P005,9,A,0,problem7129,40% chance of -5; 0.46875% chance of 15.5; 3.28125% chance of 16.5; 9.84375% chance of 17.5; 16.4062% chance of 18.5; 16.4062% chance of 19.5; 9.84375% chance of 20.5; 3.28125% chance of 21.5; 0.46875% chance of 22.5,5 for sure,"[0.4, 0.0046875, 0.0328125, 0.0984375, 0.1640625, 0.1640625, 0.0984375, 0.0328125, 0.0046875]","[-5.0, 15.5, 16.5, 17.5, 18.5, 19.5, 20.5, 21.5, 22.5]",[1.0],[5.0]
P005,10,B,1,problem13526,4 for sure,75% chance of -27; 25% chance of 98,[1.0],[4.0],"[0.75, 0.25]","[-27.0, 98.0]"
P005,11,B,1,problem4924,60% chance of -1; 40% chance of 4,20% chance of 32; 80% chance of -2,"[0.6, 0.4]","[-1.0, 4.0]","[0.2, 0.8]","[32.0, -2.0]"
P005,12,B,1,problem11647,50% chance of 39; 50% chance of 11,75% chance of 0; 12.5% chance of 60; 6.25% chance of 62; 3.125% chance of 66; 1.5625% chance of 74; 0.78125% chance of 90; 0.78125% chance of 122,"[0.5, 0.5]","[39.0, 11.0]","[0.75, 0.125, 0.0625, 0.03125, 0.015625, 0.0078125, 0.0078125]","[0.0, 60.0, 62.0, 66.0, 74.0, 90.0, 122.0]"
P005,13,A,0,problem2918,20% chance of 16; 80% chance of 3,20% chance of -33; 80% chance of 20,"[0.2, 0.8]","[16.0, 3.0]","[0.2, 0.8]","[-33.0, 20.0]"
P005,14,B,1,problem9378,80% chance of 20; 20% chance of -21,20% chance of -5; 80% chance of 15,"[0.8, 0.2]","[20.0, -21.0]","[0.2, 0.8]","[-5.0, 15.0]"
P005,15,A,0,problem13723,10% chance of -15; 90% chance of -7,-9 for sure,"[0.1, 0.9]","[-15.0, -7.0]",[1.0],[-9.0]
P005,16,B,1,problem8229,5% chance of 15; 95% chance of 9,95% chance of 16; 2.5% chance of 24.5; 2.5% chance of 25.5,"[0.05, 0.95]","[15.0, 9.0]","[0.95, 0.025, 0.025]","[16.0, 24.5, 25.5]"
P005,17,B,1,problem8059,25% chance of 35; 75% chance of 8,99% chance of 19; 1% chance of 71,"[0.25, 0.75]","[35.0, 8.0]","[0.99, 0.01]","[19.0, 71.0]"
P005,18,A,0,problem5616,60% chance of -39; 40% chance of 56,5 for sure,"[0.6, 0.4]","[-39.0, 56.0]",[1.0],[5.0]
P005,19,B,1,problem13727,21 for sure,25% chance of 7; 9.375% chance of 30.5; 28.125% chance of 31.5; 28.125% chance of 32.5; 9.375% chance of 33.5,[1.0],[21.0],"[0.25, 0.09375, 0.28125, 0.28125, 0.09375]","[7.0, 30.5, 31.5, 32.5, 33.5]"
P005,20,A,0,problem4994,10% chance of 6; 90% chance of 18,80% chance of 15; 20% chance of 12,"[0.1, 0.9]","[6.0, 18.0]","[0.8, 0.2]","[15.0, 12.0]"
P005,21,B,1,problem3165,-7 for sure,25% chance of -12; 0.58594% chance of 4.5; 4.10156% chance of 5.5; 12.3047% chance of 6.5; 20.5078% chance of 7.5; 20.5078% chance of 8.5; 12.3047% chance of 9.5; 4.10156% chance of 10.5; 0.58594% chance of 11.5,[1.0],[-7.0],"[0.25, 0.0058594, 0.0410156, 0.12304690000000001, 0.20507809999999999, 0.20507809999999999, 0.12304690000000001, 0.0410156, 0.0058594]","[-12.0, 4.5, 5.5, 6.5, 7.5, 8.5, 9.5, 10.5, 11.5]"
P005,22,A,0,problem11429,-10 for sure,99% chance of -13; 0.00781% chance of 81.5; 0.05469% chance of 82.5; 0.16406% chance of 83.5; 0.27344% chance of 84.5; 0.27344% chance of 85.5; 0.16406% chance of 86.5; 0.05469% chance of 87.5; 0.00781% chance of 88.5,[1.0],[-10.0],"[0.99, 7.81e-05, 0.0005469, 0.0016406, 0.0027344, 0.0027344, 0.0016406, 0.0005469, 7.81e-05]","[-13.0, 81.5, 82.5, 83.5, 84.5, 85.5, 86.5, 87.5, 88.5]"
P005,23,A,0,problem5385,5% chance of 33; 95% chance of -4,99% chance of -7; 1% chance of 62,"[0.05, 0.95]","[33.0, -4.0]","[0.99, 0.01]","[-7.0, 62.0]"
P005,24,A,0,problem7775,80% chance of -6; 20% chance of 17,5 for sure,"[0.8, 0.2]","[-6.0, 17.0]",[1.0],[5.0]
P005,25,B,1,problem5972,25% chance of -9; 37.5% chance of -11; 18.75% chance of -9; 9.375% chance of -5; 9.375% chance of 3,-3 for sure,"[0.25, 0.375, 0.1875, 0.09375, 0.09375]","[-9.0, -11.0, -9.0, -5.0, 3.0]",[1.0],[-3.0]
P005,26,B,1,problem8793,20% chance of -30; 80% chance of 62,10% chance of 57; 90% chance of 27,"[0.2, 0.8]","[-30.0, 62.0]","[0.1, 0.9]","[57.0, 27.0]"
P005,27,A,0,problem11566,25% chance of -50; 37.5% chance of 48.5; 37.5% chance of 49.5,5% chance of 43; 95% chance of 23,"[0.25, 0.375, 0.375]","[-50.0, 48.5, 49.5]","[0.05, 0.95]","[43.0, 23.0]"
P005,28,B,1,problem10407,5% chance of 46; 95% chance of -13,90% chance of -4; 5% chance of 28; 2.5% chance of 30; 1.25% chance of 34; 0.625% chance of 42; 0.3125% chance of 58; 0.3125% chance of 90,"[0.05, 0.95]","[46.0, -13.0]","[0.9, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[-4.0, 28.0, 30.0, 34.0, 42.0, 58.0, 90.0]"
P005,29,A,0,problem793,75% chance of 1; 25% chance of 47,25% chance of 93; 75% chance of -28,"[0.75, 0.25]","[1.0, 47.0]","[0.25, 0.75]","[93.0, -28.0]"
P005,30,A,0,problem6196,60% chance of -42; 1.25% chance of 99.5; 6.25% chance of 100.5; 12.5% chance of 101.5; 12.5% chance of 102.5; 6.25% chance of 103.5; 1.25% chance of 104.5,12 for sure,"[0.6, 0.0125, 0.0625, 0.125, 0.125, 0.0625, 0.0125]","[-42.0, 99.5, 100.5, 101.5, 102.5, 103.5, 104.5]",[1.0],[12.0]
P005,31,B,1,problem5705,75% chance of 18; 25% chance of 20,25 for sure,"[0.75, 0.25]","[18.0, 20.0]",[1.0],[25.0]
P005,32,B,1,problem6994,90% chance of 0; 10% chance of -2,60% chance of -41; 40% chance of 76,"[0.9, 0.1]","[0.0, -2.0]","[0.6, 0.4]","[-41.0, 76.0]"
P005,33,B,1,problem5652,90% chance of -11; 10% chance of 47,-9 for sure,"[0.9, 0.1]","[-11.0, 47.0]",[1.0],[-9.0]
P005,34,A,0,problem12634,40% chance of 4; 60% chance of 41,22 for sure,"[0.4, 0.6]","[4.0, 41.0]",[1.0],[22.0]
P005,35,B,1,problem3598,75% chance of 12; 3.125% chance of 37.5; 9.375% chance of 38.5; 9.375% chance of 39.5; 3.125% chance of 40.5,5% chance of 41; 95% chance of 14,"[0.75, 0.03125, 0.09375, 0.09375, 0.03125]","[12.0, 37.5, 38.5, 39.5, 40.5]","[0.05, 0.95]","[41.0, 14.0]"
P005,36,B,1,problem4682,80% chance of -14; 20% chance of 29,-7 for sure,"[0.8, 0.2]","[-14.0, 29.0]",[1.0],[-7.0]
P005,37,B,1,problem3776,80% chance of -11; 2.5% chance of 21.5; 7.5% chance of 22.5; 7.5% chance of 23.5; 2.5% chance of 24.5,-7 for sure,"[0.8, 0.025, 0.075, 0.075, 0.025]","[-11.0, 21.5, 22.5, 23.5, 24.5]",[1.0],[-7.0]
P005,38,A,0,problem8110,40% chance of 20; 60% chance of -5,95% chance of 3; 2.5% chance of 26; 1.25% chance of 28; 0.625% chance of 32; 0.625% chance of 40,"[0.4, 0.6]","[20.0, -5.0]","[0.95, 0.025, 0.0125, 0.00625, 0.00625]","[3.0, 26.0, 28.0, 32.0, 40.0]"
P005,39,A,0,problem7378,50% chance of 2; 50% chance of 64,75% chance of 40; 25% chance of -7,"[0.5, 0.5]","[2.0, 64.0]","[0.75, 0.25]","[40.0, -7.0]"
P005,40,A,0,problem8477,25 for sure,99% chance of 18; 1% chance of 33,[1.0],[25.0],"[0.99, 0.01]","[18.0, 33.0]"
P006,1,A,0,problem6857,1% chance of -21; 99% chance of 16,1% chance of 44; 99% chance of 15,"[0.01, 0.99]","[-21.0, 16.0]","[0.01, 0.99]","[44.0, 15.0]"
P006,2,B,1,problem11849,0 for sure,25% chance of -1; 75% chance of 6,[1.0],[0.0],"[0.25, 0.75]","[-1.0, 6.0]"
P006,3,B,1,problem9863,90% chance of 24; 10% chance of 32,25 for sure,"[0.9, 0.1]","[24.0, 32.0]",[1.0],[25.0]
P006,4,B,1,problem6543,95% chance of -2; 2.5% chance of 10; 1.25% chance of 12; 0.625% chance of 16; 0.625% chance of 24,95% chance of 2; 5% chance of -37,"[0.95, 0.025, 0.0125, 0.00625, 0.00625]","[-2.0, 10.0, 12.0, 16.0, 24.0]","[0.95, 0.05]","[2.0, -37.0]"
P006,5,B,1,problem4661,50% chance of 28; 50% chance of -2,25% chance of 18; 2.34375% chance of 22.5; 11.7188% chance of 23.5; 23.4375% chance of 24.5; 23.4375% chance of 25.5; 11.7188% chance of 26.5; 2.34375% chance of 27.5,"[0.5, 0.5]","[28.0, -2.0]","[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[18.0, 22.5, 23.5, 24.5, 25.5, 26.5, 27.5]"
P006,6,B,1,problem3078,0 for sure,40% chance of -33; 0.46875% chance of 19.5; 3.28125% chance of 20.5; 9.84375% chance of 21.5; 16.4062% chance of 22.5; 16.4062% chance of 23.5; 9.84375% chance of 24.5; 3.28125% chance of 25.5; 0.46875% chance of 26.5,[1.0],[0.0],"[0.4, 0.0046875, 0.0328125, 0.0984375, 0.1640625, 0.1640625, 0.0984375, 0.0328125, 0.0046875]","[-33.0, 19.5, 20.5, 21.5, 22.5, 23.5, 24.5, 25.5, 26.5]"
P006,7,B,1,problem7945,40% chance of 30; 60% chance of 0,60% chance of -16; 40% chance of 54,"[0.4, 0.6]","[30.0, 0.0]","[0.6, 0.4]","[-16.0, 54.0]"
P006,8,B,1,problem9303,-6 for sure,80% chance of -5; 20% chance of 34,[1.0],[-6.0],"[0.8, 0.2]","[-5.0, 34.0]"
P006,9,B,1,problem2922,27 for sure,20% chance of -2; 40% chance of 42; 20% chance of 44; 10% chance of 48; 5% chance of 56; 2.5% chance of 72; 1.25% chance of 104; 1.25% chance of 168,[1.0],[27.0],"[0.2, 0.4, 0.2, 0.1, 0.05, 0.025, 0.0125, 0.0125]","[-2.0, 42.0, 44.0, 48.0, 56.0, 72.0, 104.0, 168.0]"
P006,10,B,1,problem13469,17 for sure,80% chance of 5; 20% chance of 34,[1.0],[17.0],"[0.8, 0.2]","[5.0, 34.0]"
P006,11,B,1,problem11507,40% chance of 38; 60% chance of 8,25% chance of -25; 37.5% chance of 35; 18.75% chance of 37; 9.375% chance of 41; 4.6875% chance of 49; 2.34375% chance of 65; 2.34375% chance of 97,"[0.4, 0.6]","[38.0, 8.0]","[0.25, 0.375, 0.1875, 0.09375, 0.046875, 0.0234375, 0.0234375]","[-25.0, 35.0, 37.0, 41.0, 49.0, 65.0, 97.0]"
P006,12,B,1,problem6405,90% chance of 18; 5% chance of 49; 2.5% chance of 47; 2.5% chance of 43,75% chance of 32; 25% chance of 8,"[0.9, 0.05, 0.025, 0.025]","[18.0, 49.0, 47.0, 43.0]","[0.75, 0.25]","[32.0, 8.0]"
P006,13,A,0,problem6168,50% chance of 61; 50% chance of -43,40% chance of -3; 30% chance of 4.5; 30% chance of 5.5,"[0.5, 0.5]","[61.0, -43.0]","[0.4, 0.3, 0.3]","[-3.0, 4.5, 5.5]"
P006,14,B,1,problem10873,80% chance of -9; 10% chance of -4.5; 10% chance of -3.5,-5 for sure,"[0.8, 0.1, 0.1]","[-9.0, -4.5, -3.5]",[1.0],[-5.0]
P006,15,A,0,problem1632,50% chance of 36; 50% chance of -46,99% chance of -8; 1% chance of 17,"[0.5, 0.5]","[36.0, -46.0]","[0.99, 0.01]","[-8.0, 17.0]"
P006,16,A,0,problem7625,20 for sure,5% chance of -22; 95% chance of 17,[1.0],[20.0],"[0.05, 0.95]","[-22.0, 17.0]"
P006,17,A,0,problem5341,25% chance of 8; 75% chance of 32,1% chance of 86; 99% chance of 22,"[0.25, 0.75]","[8.0, 32.0]","[0.01, 0.99]","[86.0, 22.0]"
P006,18,B,1,problem4478,95% chance of 8; 5% chance of 71,25% chance of 72; 75% chance of -8,"[0.95, 0.05]","[8.0, 71.0]","[0.25, 0.75]","[72.0, -8.0]"
P006,19,B,1,problem233,12 for sure,95% chance of 17; 5% chance of 81,[1.0],[12.0],"[0.95, 0.05]","[17.0, 81.0]"
P006,20,A,0,problem4977,60% chance of 14; 40% chance of -36,80% chance of -24; 20% chance of 31,"[0.6, 0.4]","[14.0, -36.0]","[0.8, 0.2]","[-24.0, 31.0]"
P006,21,B,1,problem12521,12 for sure,95% chance of 8; 0.15625% chance of 93.5; 0.78125% chance of 94.5; 1.5625% chance of 95.5; 1.5625% chance of 96.5; 0.78125% chance of 97.5; 0.15625% chance of 98.5,[1.0],[12.0],"[0.95, 0.0015625, 0.0078125, 0.015625, 0.015625, 0.0078125, 0.0015625]","[8.0, 93.5, 94.5, 95.5, 96.5, 97.5, 98.5]"
P006,22,B,1,problem10145,90% chance of -8; 1.25% chance of 100.5; 3.75% chance of 101.5; 3.75% chance of 102.5; 1.25% chance of 103.5,40% chance of 22; 60% chance of -23,"[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[-8.0, 100.5, 101.5, 102.5, 103.5]","[0.4, 0.6]","[22.0, -23.0]"
P006,23,B,1,problem11223,-6 for sure,50% chance of -36; 6.25% chance of 30.5; 18.75% chance of 31.5; 18.75% chance of 32.5; 6.25% chance of 33.5,[1.0],[-6.0],"[0.5, 0.0625, 0.1875, 0.1875, 0.0625]","[-36.0, 30.5, 31.5, 32.5, 33.5]"
P006,24,B,1,problem6953,20% chance of 113; 80% chance of -17,50% chance of 10; 25% chance of 12.5; 25% chance of 13.5,"[0.2, 0.8]","[113.0, -17.0]","[0.5, 0.25, 0.25]","[10.0, 12.5, 13.5]"
P006,25,B,1,problem8347,24 for sure,60% chance of 18; 20% chance of 35.5; 20% chance of 36.5,[1.0],[24.0],"[0.6, 0.2, 0.2]","[18.0, 35.5, 36.5]"
P006,26,B,1,problem12124,10% chance of 42; 90% chance of 16,20% chance of 6; 80% chance of 19,"[0.1, 0.9]","[42.0, 16.0]","[0.2, 0.8]","[6.0, 19.0]"
P006,27,B,1,problem2137,8 for sure,40% chance of -2; 60% chance of 16,[1.0],[8.0],"[0.4, 0.6]","[-2.0, 16.0]"
P006,28,B,1,problem4778,14 for sure,90% chance of 21; 10% chance of 46,[1.0],[14.0],"[0.9, 0.1]","[21.0, 46.0]"
P006,29,A,0,problem741,28 for sure,80% chance of 1; 20% chance of 86,[1.0],[28.0],"[0.8, 0.2]","[1.0, 86.0]"
P006,30,B,1,problem3391,14 for sure,40% chance of -2; 60% chance of 34,[1.0],[14.0],"[0.4, 0.6]","[-2.0, 34.0]"
P006,31,A,0,problem11565,90% chance of 2; 5% chance of 43.5; 5% chance of 44.5,15 for sure,"[0.9, 0.05, 0.05]","[2.0, 43.5, 44.5]",[1.0],[15.0]
P006,32,A,0,problem1253,60% chance of -12; 40% chance of -1,5% chance of -7; 95% chance of -10,"[0.6, 0.4]","[-12.0, -1.0]","[0.05, 0.95]","[-7.0, -10.0]"
P006,33,B,1,problem2937,10% chance of -29; 90% chance of 34,80% chance of 37; 20% chance of -2,"[0.1, 0.9]","[-29.0, 34.0]","[0.8, 0.2]","[37.0, -2.0]"
P006,34,B,1,problem10380,90% chance of 15; 10% chance of -5,1% chance of 2; 49.5% chance of 9.5; 49.5% chance of 10.5,"[0.9, 0.1]","[15.0, -5.0]","[0.01, 0.495, 0.495]","[2.0, 9.5, 10.5]"
